"lang"
{
	"Language"		"English"
		"emblem_34"					"Parasites"

		"emblem_39"					"Pink Spark"
		"emblem_40"					"Arcana Ghost"
		"emblem_41"					"New Year Hat"
		"emblem_42"					"Golden Pig"
		"emblem_43"					"Ice Frog"

		"emblem_44"					"Ghost Wings"
		"emblem_45"					"Shields"
		"emblem_46"					"Mark of Darkness"
		"emblem_47"					"Mark of Light"
		"emblem_48"					"Baby Roshan Stones"
		
		"emblem_49"					"Swords"
		"emblem_50"					"Ringmaster"

		"emblem_51"					"Blue Champion"
		"emblem_52"					"Red Champion"
		"emblem_53"					"Pumpkin Head"
		"emblem_54"					"Tiny's Head"

		"emblem_55"					"Spark Glow"

		"emblem_56"					"Ember Barrier"
		"emblem_57"					"Universal Mjollnir"
		"emblem_58"					"Fog Barrier"
		"emblem_59"					"Lightning Circles"
		"emblem_60"					"Agility Mjollnir"
		"emblem_61"					"Intellect Mjollnir"
		"emblem_62"					"Strength Mjollnir"
		"emblem_63"					"Crown"
		"emblem_64"					"Flying Snakes"
		"emblem_65"					"Little Gold"
		"emblem_66"					"Lotus Barrier"
		"emblem_67"					"Sniper Mark"
		"emblem_68"					"Snake Scales"
		"emblem_69"					"Echo"
		"emblem_70"					"Gold Shine"
		"emblem_71"					"Toxic Weapon"
		"emblem_72"					"Dark Tornado"
		"emblem_73"					"Drops of Time"
		"emblem_74"					"Worms"
		"emblem_75"					"Powerful Weapon"
		"emblem_76"					"Strong Poison"
		"emblem_77"					"Dead Waters"
		"emblem_78"					"Agility Master"
		"emblem_79"					"Universal Master"
		"emblem_80"					"Intellect Master"
		"emblem_81"					"Strength Master"
		"emblem_82"					"Overpower Master"
		"emblem_83"					"Stinky Feet"
		"emblem_84"					"Gold Seal"
		"emblem_85"					"Grim Chains"
		"emblem_86"					"Cartoon Birds"
		"emblem_87"					"Fantasy Bubble"
		"emblem_88"					"Water Head"
		"emblem_89"					"Snowman Head"
		"emblem_90"					"Golden Thoughts Head"
		"emblem_91"					"Guardian Angel"

		"emblem_93"					"Pink Weapon"
		"emblem_94"					"Wizard Weapon"
		"emblem_95"					"Yellow Weapon"
		"emblem_96"					"Green Champion"
		"emblem_97"					"Purple Champion"
		"emblem_98"					"Black Champion"
		"emblem_99"					"Orange Champion"
		"emblem_100" 				"Blue Hat"

		"emblem_101"				"Fire Bat Wings"
		"emblem_102"				"Blue Bat Wings"
		"emblem_103"				"Spectre Glow"
		"emblem_104"				"Ghost Glow"
		"emblem_105"				"Old Jungle Io"
		"emblem_106"				"Wraith Gate"
		"emblem_107"				"Morphling Splash"
		"emblem_108"				"Oracle Head"
		"emblem_109"				"Portal Pink Head"
		"emblem_110"				"Infinity Space Head"
		"emblem_111"				"Halloween White"

		"emblem_112"				"Radiance Burst"
		"emblem_113"				"Aghanim 2025"

		"emblem_114"				"Polar Star"
		"emblem_115"				"Mint Champion"
		"emblem_116"				"Smell of Wealth"
		"emblem_117"				"Smell of Stench"
		"emblem_118"				"Crimson Head"
		"emblem_119"				"Skull Head"
		"emblem_120"				"Cultist Mark"
		"emblem_121"				"Desert Lightning"

		"emblem_130"				"Avianas Wings"
		"emblem_131"				"Fuchsia Wings"
		"emblem_132"				"White Circle"
		"emblem_133"				"Red Circle"
		"emblem_134"				"Orange Circle"
		"emblem_135"				"Lime Circle"
		"emblem_136"				"Green Circle"
		"emblem_137"				"Sky Circle"
		"emblem_138"				"Blue Circle"
		"emblem_139"				"Purple Circle"
		"emblem_140"				"Dark Status"
		
		"emblem_130_description"		"Unique effect for the hero."
		"emblem_131_description"		"Unique effect for the hero."
		"emblem_132_description"		"Unique effect for the hero."
		"emblem_133_description"		"Unique effect for the hero."
		"emblem_134_description"		"Unique effect for the hero."
		"emblem_135_description"		"Unique effect for the hero."
		"emblem_136_description"		"Unique effect for the hero."
		"emblem_137_description"		"Unique effect for the hero."
		"emblem_138_description"		"Unique effect for the hero."
		"emblem_139_description"		"Unique effect for the hero."
		"emblem_140_description"		"Unique effect for the hero."

		"emblem_114_description"	"Unique effect for the hero."
		"emblem_115_description"	"Unique effect for the hero."
		"emblem_116_description"	"Unique effect for the hero."
		"emblem_117_description"	"Unique effect for the hero."
		"emblem_118_description"	"Unique effect for the hero."
		"emblem_119_description"	"Unique effect for the hero."
		"emblem_120_description"	"Unique effect for the hero."
		"emblem_121_description"	"Unique effect for the hero."




		"emblem_1_description"		"Unique effect for the hero."
		"emblem_2_description"		"Unique effect for the hero."
		"emblem_3_description"		"Unique effect for the hero."
		"emblem_4_description"		"Unique effect for the hero."
		"emblem_5_description"		"Unique effect for the hero."
		"emblem_6_description"		"Unique effect for the hero."
		"emblem_7_description"		"Unique effect for the hero."
		"emblem_8_description"		"Unique effect for the hero."
		"emblem_9_description"		"Unique effect for the hero."
		"emblem_10_description"		"Unique effect for the hero."
		"emblem_11_description"		"Unique effect for the hero."
		"emblem_12_description"		"Unique effect for the hero."
		"emblem_13_description"		"Unique effect for the hero."
		"emblem_14_description"		"Unique effect for the hero."
		"emblem_15_description"		"Unique effect for the hero."
		"emblem_16_description"		"Unique effect for the hero."
		"emblem_17_description"		"Unique effect for the hero."
		"emblem_18_description"		"Unique effect for the hero."
		"emblem_19_description"		"Unique effect for the hero."
		"emblem_20_description"		"Unique effect for the hero."
		"emblem_21_description"		"Unique effect for the hero."
		"emblem_22_description"		"Unique effect for the hero."
		"emblem_23_description"		"Unique effect for the hero."
		"emblem_24_description"		"Unique effect for the hero."
		"emblem_25_description"		"Unique effect for the hero."
		"emblem_26_description"		"Unique effect for the hero."
		"emblem_27_description"		"Unique effect for the hero."
		"emblem_28_description"		"Unique effect for the hero."
		"emblem_29_description"		"Unique effect for the hero."
		"emblem_30_description"		"Unique effect for the hero."

		"emblem_37_description"		"Unique effect for the hero."
		"emblem_33_description"		"Unique effect for the hero."
		"emblem_35_description"		"Unique effect for the hero."
		"emblem_36_description"		"Unique effect for the hero."
		"emblem_32_description"		"Unique effect for the hero."
		"emblem_38_description"		"Unique effect for the hero."
		"emblem_31_description"		"Unique effect for the hero."
		"emblem_34_description"		"Unique effect for the hero."

		"emblem_39_description"		"Unique effect for the hero."
		"emblem_40_description"		"Unique effect for the hero."
		"emblem_41_description"		"Unique effect for the hero."
		"emblem_42_description"		"Unique effect for the hero."
		"emblem_43_description"		"Unique effect for the hero."

		"emblem_44_description"		"Unique effect for the hero."
		"emblem_45_description"		"Unique effect for the hero."
		"emblem_46_description"		"Unique effect for the hero."
		"emblem_47_description"		"Unique effect for the hero."
		"emblem_48_description"		"Unique effect for the hero."
		"emblem_49_description"		"Unique effect for the hero."
		"emblem_50_description"		"Unique effect for the hero."

		"emblem_51_description"		"Unique effect for the hero."
		"emblem_52_description"		"Unique effect for the hero."
		"emblem_53_description"		"Unique effect for the hero."
		"emblem_54_description"		"Unique effect for the hero."
		"emblem_55_description"		"Unique effect for the hero."


		"emblem_56_description"		"Unique effect for the hero."
		"emblem_57_description"		"Unique effect for the hero."
		"emblem_58_description"		"Unique effect for the hero."
		"emblem_59_description"		"Unique effect for the hero."
		"emblem_60_description"		"Unique effect for the hero."
		"emblem_61_description"		"Unique effect for the hero."
		"emblem_62_description"		"Unique effect for the hero."
		"emblem_63_description"		"Unique effect for the hero."
		"emblem_64_description"		"Unique effect for the hero."
		"emblem_65_description"		"Unique effect for the hero."
		"emblem_66_description"		"Unique effect for the hero."
		"emblem_67_description"		"Unique effect for the hero."
		"emblem_68_description"		"Unique effect for the hero."
		"emblem_69_description"		"Unique effect for the hero."
		"emblem_70_description"		"Unique effect for the hero."
		"emblem_71_description"		"Unique effect for the hero."
		"emblem_72_description"		"Unique effect for the hero."
		"emblem_73_description"		"Unique effect for the hero."
		"emblem_74_description"		"Unique effect for the hero."
		"emblem_75_description"		"Unique effect for the hero."
		"emblem_76_description"		"Unique effect for the hero."
		"emblem_77_description"		"Unique effect for the hero."
		"emblem_78_description"		"Unique effect for the hero."
		"emblem_79_description"		"Unique effect for the hero."
		"emblem_80_description"		"Unique effect for the hero."
		"emblem_81_description"		"Unique effect for the hero."
		"emblem_82_description"		"Unique effect for the hero."
		"emblem_83_description"		"Unique effect for the hero."
		"emblem_84_description"		"Unique effect for the hero."
		"emblem_85_description"		"Unique effect for the hero."
		"emblem_86_description"		"Unique effect for the hero."
		"emblem_87_description"		"Unique effect for the hero."
		"emblem_88_description"		"Unique effect for the hero."
		"emblem_89_description"		"Unique effect for the hero."
		"emblem_90_description"		"Unique effect for the hero."
		"emblem_91_description"		"Unique effect for the hero."

		"emblem_93_description"		"Unique effect for the hero."
		"emblem_94_description"		"Unique effect for the hero."
		"emblem_95_description"		"Unique effect for the hero."
		"emblem_96_description"		"Unique effect for the hero."
		"emblem_97_description"		"Unique effect for the hero."
		"emblem_98_description"		"Unique effect for the hero."
		"emblem_99_description"		"Unique effect for the hero."
		"emblem_100_description"	"Unique effect for the hero."

		"emblem_101_description"	"Unique effect for the hero."
		"emblem_102_description"	"Unique effect for the hero."
		"emblem_103_description"	"Unique effect for the hero."
		"emblem_104_description"	"Unique effect for the hero."
		"emblem_105_description"	"Unique effect for the hero."
		"emblem_106_description"	"Unique effect for the hero."
		"emblem_107_description"	"Unique effect for the hero."
		"emblem_108_description"	"Unique effect for the hero."
		"emblem_109_description"	"Unique effect for the hero."
		"emblem_110_description"	"Unique effect for the hero."
		"emblem_111_description"	"Unique effect for the hero."

		"emblem_112_description"	"Unique effect for the hero."
		"emblem_113_description"	"Unique effect for the hero."


		"background_1"				"Field 1"
		"background_2"				"Field 2"
		"background_3"				"Field 3"
		"background_4"				"Field 4"
		"background_5"				"Fire 1"
		"background_6"				"Fire 2"
		"background_7"				"Fire 3"
		"background_8"				"Fire 4"
		"background_9"				"Forest 1"
		"background_10"				"Forest 2"
		"background_11"				"Forest 3"
		"background_12"				"Forest 4"
		"background_13"				"Ice 1"
		"background_14"				"Ice 2"
		"background_15"				"Ice 3"
		"background_16"				"Ice 4"
		"background_17"				"Jungle 1"
		"background_18"				"Jungle 2"
		"background_19"				"Jungle 3"
		"background_36"				"Jungle 4"
		"background_20"				"Outworld 1"
		"background_21"				"Outworld 2"
		"background_22"				"Outworld 3"
		"background_23"				"Outworld 4"
		"background_24"				"Rocky 1"
		"background_25"				"Rocky 2"
		"background_26"				"Rocky 3"
		"background_27"				"Rocky 4"
		"background_28"				"Sky 1"
		"background_29"				"Sky 2"
		"background_30"				"Sky 3"
		"background_31"				"Sky 4"
		"background_32"				"Water 1"
		"background_33"				"Water 2"
		"background_34"				"Water 3"
		"background_35"				"Water 4"
		
		"background_37"				"Ice 6"
		"background_38"				"Ice 7"
		"background_39"				"Ice 8"
		"background_40"				"Nature 1"
		"background_41"				"Nature 2"
		"background_42"				"Nature 3"
		"background_43"				"Nature 4"
		"background_44"				"Desert 1"
		"background_45"				"Desert 2"
		"background_46"				"Desert 3"
		"background_47"				"Desert 4"
		"background_48"				"Hell 1"
		"background_49"				"Hell 2"
		"background_50"				"Hell 3"
		"background_51"				"Hell 4"
		"background_52"				"Fantasy 1"
		"background_53"				"Fantasy 2"
		"background_54"				"Fantasy 3"
		"background_55"				"Fantasy 4"
		"background_56"				"Ice 5"
		"background_57"				"Water 5"
		"background_58"				"Water 6"
		"background_59"				"Water 7"
		"background_60"				"Water 8"
		"background_61"				"Gold 1"
		"background_62"				"Gold 2"
		"background_63"				"Gold 3"
		"background_64"				"Gold 4"
		"background_65"				"Night 1"

		"background_66"			"Space Night"
		"background_67"			"Hall of Falcons"
		"background_68"			"Aurora Board"
		"background_69"			"Dead Inside"
		"background_70"			"Red Computer"
		"background_71"			"Nigma Chess"
		"background_72"			"Dota Map"
		"background_73"			"Radiant And Dire"
		"background_74"			"Nemesis 322"
		"background_75"			"Sunny Beach"
		"background_76"			"Starry Sky"
		"background_77"			"Space Dota"
		"background_78"			"Space Falcons"
		"background_79"			"Space Vision"

		"background_80"			"Village 1"
		"background_81"			"Hellish Battle"
		"background_82"			"Hall of Fame 3"
		"background_83"			"Village 2"
		"background_84"			"Crown Fall"
		"background_85"			"Greevil 1"
		"background_86"			"Piggy"
		"background_87"			"Village 3"
		"background_88"			"Orc Tavern"
		"background_89"			"Village 4"
		"background_90"			"Greevil 2"
		"background_91"			"CH NY"
		"background_92"			"Year Beast"
		"background_93"			"Final Ursa"
		"background_94"			"Hall of Fame 1"
		"background_95"			"Aganim Goat"
		"background_96"			"Best Pets"
		"background_97"			"Cartoon 1"
		"background_98"			"Cartoon 2"
		"background_99"			"Hall of Fame 2"
		"background_101"		"Winter Book 1"
		"background_102"		"Winter Book 2"
		"background_103"		"Winter Book 3"
		"background_104"		"Winter Book 4"
		"background_105"		"Winter Book 5"
		"background_106"		"Winter Book 6"
		"background_107"		"Winter Book 7"
		"background_108"		"Winter Book 8"
		"background_109"		"Winter Book 9"
		"background_110"		"Winter Book 10"
		"background_111"		"Largo 1"
		"background_112"		"Largo 2"
		"background_113"		"Largo 3"

		"background_114"		"Radiant"
		"background_115"		"Dire"
		"background_116"		"Dragon Moon"
		"background_117"		"Broodmother 1"
		"background_118"		"Crownfall"
		"background_119"		"Nemestice"
		"background_120"		"Phoenix 1"
		"background_121"		"Festive Aegis"
		"background_122"		"Batrider 1"
		"background_123"		"Windranger 1"
		"background_124"		"Juggernaut 1"
		"background_125"		"Disruptor 1"
		"background_126"		"Storm Spirit 1"
		"background_127"		"Lava Aegis"
		"background_128"		"Moon Rabbit"
		"background_129"		"Shadow Fiend 1"
		"background_130"		"The International 10"

		"background_114_description"			"A unique background for your World of Dota profile."
		"background_115_description"			"A unique background for your World of Dota profile."
		"background_116_description"			"A unique background for your World of Dota profile."
		"background_117_description"			"A unique background for your World of Dota profile."
		"background_118_description"			"A unique background for your World of Dota profile."
		"background_119_description"			"A unique background for your World of Dota profile."
